Kode Pesanan,Status Pesanan,Status Terverifikasi,Waktu Pesanan,Waktu Pesanan Selesai,Waktu Pesanan Terverifikasi,Kode Produk,Nama Produk,ID Model,L1 Kategori Global,L2 Kategori Global,L3 Kategori Global,Kode Promo,Harga(Rp),Jumlah,Nama Affiliate,Username Affiliate,MCN Terhubung,ID Komisi Pesanan,Partner Promo,Jenis Promo,Nilai Pembelian(Rp),Jumlah Pengembalian(Rp),Tipe Pesanan,Estimasi Komisi per Produk(Rp),Estimasi Komisi Affiliate per Produk(Rp),Persentase Komisi Affiliate per Produk,Estimasi Komisi MCN per Produk(Rp),Persentase Komisi MCN per Produk,Estimasi Komisi per Pesanan(Rp),Estimasi Komisi Affiliate per Pesanan(Rp),Estimasi Komisi MCN per Pesanan(Rp),Catatan Produk,Platform,Tingkat Komisi,Pengeluaran(Rp),Status Pemotongan,Metode Pemotongan,Waktu Pemotongan
2505295QG4E06K,Selesai,Sah,2025-05-29 12:50:36,2025-06-01 10:11:56,2025-06-01 10:11:56,27634128136,Emergency Selimut Camping Thermal 130 x 210 cm - Aluminimum Blanket,253234139909,Olahraga & Outdoor,Alat Rekreasi Olahraga & Aktivitas Outdoor,Camping & Hiking,,4900,2,Mitgo,kartik14534,,97448167,,Komisi Produk Penjual,9800,0,Pesanan Tidak Langsung,0,0,5%,0,0%,0,0,0,,Others,5%,0,,,
2505295P933C77,Selesai,Sah,2025-05-29 12:28:46,2025-05-31 13:44:27,2025-05-31 13:44:27,27968323672,TaffPACK Tape Lakban PTFE Heat High Temperature Insulation 10M - TF10M,257081148368,Perlengkapan Rumah,Alat Pertukangan & Renovasi Rumah,Perekat & Tape,,22800,1,tokofashionshope,tokofashionshope,,79104144,,Komisi Produk Penjual,22800,0,Pesanan Tidak Langsung,0,0,10%,0,0%,0,0,0,,Facebook,10%,0,,,
2505295JTQP068,Selesai,Sah,2025-05-29 11:27:03,2025-06-01 16:45:18,2025-06-01 16:45:18,26957393804,TaffLED Lampu Tidur LED EU Plug Sensor Cahaya Cool White 250V 0.5W - L200,215296748937,Perlengkapan Rumah,Lampu,,,12500,2,Mitgo,kartik14534,,79104187,,Komisi Produk Penjual,25000,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
2505295BM34UWF,Selesai,Sah,2025-05-29 09:18:05,2025-06-05 23:27:50,2025-06-05 23:27:50,40451588111,TaffSTUDIO Alas Putar Fotografi Rotating Display Stand Base 13.5cm,275129372340,Kamera & Drone,Aksesoris Kamera,Lighting & Perlengkapan Studio Foto,,82600,1,Opera Norway,opear.adx,,105143957,,Komisi Produk Penjual,78470,0,Pesanan Tidak Langsung,0,0,5%,0,0%,0,0,0,,Others,5%,0,,,
250529557SP2XQ,Selesai,Sah,2025-05-29 07:23:49,2025-06-08 18:06:12,2025-06-08 18:06:12,27968323672,TaffPACK Tape Lakban PTFE Heat High Temperature Insulation 10M - TF10M,257081148368,Perlengkapan Rumah,Alat Pertukangan & Renovasi Rumah,Perekat & Tape,,22800,2,xtend1234,xtend1234,,79104144,,Komisi Produk Penjual,43056,0,Pesanan Langsung,4305.6,4305.6,10%,0,0%,4305.6,4305.6,0,,Others,10%,4779,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-06-08 18:06:42
25052953CUCKGX,Selesai,Sah,2025-05-29 06:50:51,2025-06-01 12:17:17,2025-06-01 12:17:17,27205950510,[BISA COD] Taffhome Bel Pintu Rumah Tanpa Kabel 36 Nada Wireless Door Bell Waterproof EU Plug,236570580263,Elektronik,Kelistrikan,Bel,,65000,1,deniaseptiana,deniaseptiana,,79104169,,Komisi Produk Penjual,61750,0,Pesanan Langsung,3705,3705,6%,0,0%,3705,3705,0,,Shopeelive-Shopee,6%,4113,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-06-01 12:17:42
2505294E3VVDGR,Selesai,Sah,2025-05-29 00:30:02,2025-06-02 20:55:52,2025-06-02 20:55:52,27658831945,Taffware Peralatan Reparasi Jam Tangan Watch Repair Tool Kit Set,226685582816,Jam Tangan,Aksesoris Jam Tangan,Alat Servis Jam Tangan,,101700,1,Muhammad Adam,adamsyariputra,,79104290,,Komisi Produk Penjual,91530,0,Pesanan Tidak Langsung,0,0,"7,5%",0,0%,0,0,0,,Instagram,"7,5%",0,,,
2505294CJNCVXD,Selesai,Sah,2025-05-29 00:02:30,2025-05-31 15:18:15,2025-05-31 15:18:15,26957393804,TaffLED Lampu Tidur LED EU Plug Sensor Cahaya Cool White 250V 0.5W - L200,195967376232,Perlengkapan Rumah,Lampu,,,12596,1,IDE TUBE,idetube,,79104187,,Komisi Produk Penjual,12596,0,Pesanan Langsung,755.76,755.76,6%,0,0%,755.76,755.76,0,,Shopeevideo-Shopee,6%,839,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-05-31 15:18:40
2505294A469V30,Selesai,Sah,2025-05-28 23:18:37,2025-06-02 22:00:32,2025-06-02 22:00:32,25334593570,One Two Cups Milk Jug Latte Art Gelas Susu Kopi Espresso Frother Foam - J068,119232317129,Perlengkapan Rumah,Perlengkapan Dapur,"Peralatan Teh, Kopi, & Bartending",,38800,1,dewi setya,agustdwisy,,79104900,,Komisi Produk Penjual,38800,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Instagram,6%,0,,,
2505284714BTVR,Selesai,Sah,2025-05-28 22:23:14,2025-06-06 20:41:13,2025-06-06 20:41:13,28555948012,Tas Pendingin Pemanas Makanan Cooler Heater Bag Thermal Insulated Bag,233023801709,Perlengkapan Rumah,Perlengkapan Dapur,Tempat Penyimpanan Makanan,,15200,2,jasmine,mallajasmin_store,,79104118,,Komisi Produk Penjual,30400,0,Pesanan Langsung,1824,1824,6%,0,0%,1824,1824,0,,Shopeelive-Shopee,6%,2025,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-06-06 20:41:39
250528464W56V5,Selesai,Sah,2025-05-28 22:07:26,2025-06-01 23:29:11,2025-06-01 23:29:11,27634128136,Emergency Selimut Camping Thermal 130 x 210 cm - Aluminimum Blanket,253234139909,Olahraga & Outdoor,Alat Rekreasi Olahraga & Aktivitas Outdoor,Camping & Hiking,,4900,4,Yadi Setiawan,zibrilall,,97448167,,Komisi Produk Penjual,19600,0,Pesanan Tidak Langsung,0,0,5%,0,0%,0,0,0,,Facebook,5%,0,,,
25052845RM9M6T,Selesai,Sah,2025-05-28 22:00:34,2025-05-31 11:02:05,2025-05-31 11:02:05,29706964732,AsyPets Baskom Ember Lipat Water Bucket Collapsible - 1725Y,290054997478,Perlengkapan Rumah,Perawatan Rumah,"Basin, Ember, & Gayung Air",,65800,1,Lazcr,lazycrazy1111,,79104835,,Komisi Produk Penjual,65800,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Instagram,6%,0,,,
2505283G4BBNBV,Selesai,Sah,2025-05-28 15:33:24,2025-05-31 08:54:29,2025-05-31 08:54:29,27408827034,TaffSTUDIO Alas Putar Fotografi Suede Rotating 360 Turntable 20cm - QM104712,158759213263,Kamera & Drone,Aksesoris Kamera,Lighting & Perlengkapan Studio Foto,,128600,1,Ruri Mabruri,88bruri,,79104407,,Komisi Produk Penjual,112396,0,Pesanan Tidak Langsung,0,0,7%,0,0%,0,0,0,,WhatsApp,7%,0,,,
2505283EYPBMTT,Selesai,Sah,2025-05-28 15:12:56,2025-06-02 01:20:05,2025-06-02 01:20:05,25334593570,One Two Cups Milk Jug Latte Art Gelas Susu Kopi Espresso Frother Foam - J068,119232317129,Perlengkapan Rumah,Perlengkapan Dapur,"Peralatan Teh, Kopi, & Bartending",,36472,1,Septian Dewi,septiandewi,,79104900,,Komisi Produk Penjual,33556,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,WhatsApp,6%,0,,,
250528300PXDB4,Selesai,Sah,2025-05-28 10:45:04,2025-05-30 16:06:33,2025-05-30 16:06:33,27408827034,TaffSTUDIO Alas Putar Fotografi Suede Rotating 360 Turntable 20cm - QM104712,158759213263,Kamera & Drone,Aksesoris Kamera,Lighting & Perlengkapan Studio Foto,,128600,1,Brand Viral ID,alifmaulana.24,,79104407,,Komisi Produk Penjual,123984,0,Pesanan Tidak Langsung,0,0,7%,0,0%,0,0,0,,YouTube,7%,0,,,
2505282YQH79PH,Selesai,Sah,2025-05-28 10:39:54,2025-06-01 13:54:41,2025-06-01 13:54:41,28168331260,TaffPACK Tape Lakban PTFE Heat High Temperature Adhesive 10M - TF10M,247081158579,Perlengkapan Rumah,Alat Pertukangan & Renovasi Rumah,Perekat & Tape,,14500,1,riyanah,riyanahsudar28,,79104157,,Komisi Produk Penjual,14500,0,Pesanan Tidak Langsung,0,0,10%,0,0%,0,0,0,,Twitter,10%,0,,,
2505281T9S15Q0,Selesai,Sah,2025-05-27 23:30:05,2025-05-30 16:43:25,2025-05-30 16:43:25,27968323672,TaffPACK Tape Lakban PTFE Heat High Temperature Insulation 10M - TF10M,257081148368,Perlengkapan Rumah,Alat Pertukangan & Renovasi Rumah,Perekat & Tape,,22800,1,Zulkipli Almahdum,zulkiplialmahdum,,79104144,,Komisi Produk Penjual,22800,0,Pesanan Tidak Langsung,0,0,10%,0,0%,0,0,0,,Instagram,10%,0,,,
2505271QEX5JVG,Selesai,Sah,2025-05-27 22:39:17,2025-05-30 18:38:33,2025-05-30 18:38:33,29858827305,TaffSTUDIO Mikrofon Kondenser Studio Profesional Microphone with Stand - SF-666,251442171723,Audio,Mikrofon & Aksesoris,,,49300,1,ahri,ahri0101,,79104248,,Komisi Produk Penjual,49300,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
2505271JFE3TKJ,Selesai,Sah,2025-05-27 21:10:05,2025-05-30 22:33:54,2025-05-30 22:33:54,28555948012,Tas Pendingin Pemanas Makanan Cooler Heater Bag Thermal Insulated Bag,233023801710,Perlengkapan Rumah,Perlengkapan Dapur,Tempat Penyimpanan Makanan,,22090,1,Mitgo,kartik14534,,79104118,,Komisi Produk Penjual,22090,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
2505271EJXPAEJ,Selesai,Sah,2025-05-27 20:00:28,2025-05-31 16:28:11,2025-05-31 16:28:11,40451588111,TaffSTUDIO Alas Putar Fotografi Rotating Display Stand Base 13.5cm,275129372340,Kamera & Drone,Aksesoris Kamera,Lighting & Perlengkapan Studio Foto,,82600,1,Erwin_Store,asytari_store,,105143957,,Komisi Produk Penjual,74546,0,Pesanan Tidak Langsung,0,0,5%,0,0%,0,0,0,,Instagram,5%,0,,,
25052717970EJ6,Selesai,Sah,2025-05-27 17:49:45,2025-05-31 18:59:25,2025-05-31 18:59:25,27658831945,Taffware Peralatan Reparasi Jam Tangan Watch Repair Tool Kit Set,226685582816,Jam Tangan,Aksesoris Jam Tangan,Alat Servis Jam Tangan,,101700,1,belanja_semua,belanja_semuaa,,79104290,,Komisi Produk Penjual,81360,0,Pesanan Tidak Langsung,0,0,"7,5%",0,0%,0,0,0,,Instagram,"7,5%",0,,,
25052714M4773B,Selesai,Sah,2025-05-27 17:02:10,2025-06-06 16:12:36,2025-06-06 16:12:36,28555948012,Tas Pendingin Pemanas Makanan Cooler Heater Bag Thermal Insulated Bag,233023801709,Perlengkapan Rumah,Perlengkapan Dapur,Tempat Penyimpanan Makanan,,14288,1,l6p7izj1e8,l6p7izj1e8,,79104118,,Komisi Produk Penjual,14288,0,Pesanan Langsung,857.28,857.28,6%,0,0%,857.28,857.28,0,,Shopeelive-Shopee,6%,952,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-06-06 16:13:02
250527132J8H7K,Selesai,Sah,2025-05-27 16:34:26,2025-05-29 09:39:53,2025-05-29 09:39:53,41751311724,JOCESTYLE Mesin Tinju Music Boxing Bluetooth Wall Target,198522790723,Olahraga & Outdoor,Alat Rekreasi Olahraga & Aktivitas Outdoor,Tinju & Bela Diri,,284600,1,Arohman Nur Prabowo,bowoarohman,,104536807,,Komisi Produk Penjual,252632,0,Pesanan Langsung,12631.6,12631.6,5%,0,0%,12631.6,12631.6,0,,Shopeevideo-Shopee,5%,14021,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-05-29 09:40:19
2505270XDY9REP,Selesai,Sah,2025-05-27 15:11:21,2025-05-31 05:39:24,2025-05-31 05:39:24,24684332520,TaffHOME Timer Masak Dapur Magnetic Stopwatch Kitchen Timer - JS-113,147404904208,Perlengkapan Rumah,Perlengkapan Dapur,Perlengkapan Dapur Lainnya,,16900,1,ayohijrahku,agungpmt,,79104536,,Komisi Produk Penjual,16900,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Instagram,6%,0,,,
2505270VNB8PWT,Selesai,Sah,2025-05-27 14:39:41,2025-05-29 03:00:17,2025-05-29 03:00:17,27205948018,TaffHOME Bar Mat Splash Proof Non Slip Alas Meja Tatakan Gelas - CD0061,166585324198,Perlengkapan Rumah,Peralatan Makan,Tatakan Piring & Gelas,,23500,1,energershop,energershop,,79104700,,Komisi Produk Penjual,22227,0,Pesanan Langsung,1333.62,1333.62,6%,0,0%,4193.04,4193.04,0,,Shopeelive-Shopee,6%,1480,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-05-29 03:00:43
2505270VNB8PWT,Selesai,Sah,2025-05-27 14:39:41,2025-05-29 03:00:17,2025-05-29 03:00:17,29408852592,SSGP Cetakan Es Batu Silikon Kotak 15 Grid Ice Cube Tray - DY0971,223136932077,Perlengkapan Rumah,Perlengkapan Dapur,Perlengkapan Dapur Lainnya,,13912,1,energershop,energershop,,79104108,,Komisi Produk Penjual,13160,0,Pesanan Langsung,789.6,789.6,6%,0,0%,0,0,0,,Shopeelive-Shopee,6%,876,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-05-29 03:00:43
2505270VNB8PWT,Selesai,Sah,2025-05-27 14:39:41,2025-05-29 03:00:17,2025-05-29 03:00:17,25334593570,One Two Cups Milk Jug Latte Art Gelas Susu Kopi Espresso Frother Foam - J068,119232317129,Perlengkapan Rumah,Perlengkapan Dapur,"Peralatan Teh, Kopi, & Bartending",,36472,1,energershop,energershop,,79104900,,Komisi Produk Penjual,34497,0,Pesanan Langsung,2069.82,2069.82,6%,0,0%,0,0,0,,Shopeelive-Shopee,6%,2298,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-05-29 03:00:43
2505270RGCXBU1,Dibatalkan,Sah,2025-05-27 13:25:20,,,24635152777,Taffware USB Type C 3.1 to USB 3.0 HDMI USB Type C - HPQ1034,223135831022,Handphone & Aksesoris,Aksesoris,"Kabel, Charger, & Konverter",,45300,0,platformrevinc,platformrevinc,,79104127,,Komisi Produk Penjual,0,45300,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,Pesanan dibatalkan karena pengiriman gagal,Others,6%,0,,,
250527VK957S3P,Selesai,Sah,2025-05-27 01:19:42,2025-06-06 01:10:34,2025-06-06 01:10:34,27905947966,Electric Egg Cooker Boiler Alat Rebus Telur Elektrik Low Watt 350W,127989944831,Elektronik,Perangkat Dapur,Peralatan Masak Khusus,,58900,1,Ety Ningsih,etyslam,,79104117,,Komisi Produk Penjual,55955,0,Pesanan Langsung,3357.3,3357.3,6%,0,0%,3357.3,3357.3,0,,Facebook,6%,3727,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-06-06 01:37:24
250527VJX85P9H,Selesai,Tidak Sesuai,2025-05-27 01:13:36,2025-05-28 15:09:24,2025-05-28 12:00:18,27634128136,Emergency Selimut Camping Thermal 130 x 210 cm - Aluminimum Blanket,253234139909,Olahraga & Outdoor,Alat Rekreasi Olahraga & Aktivitas Outdoor,Camping & Hiking,,6700,2,Tino,alpinnnnnnnnn,,97448167,,Komisi Produk Penjual,13400,0,Pesanan Tidak Langsung,0,0,5%,0,0%,0,0,0,Pesanan tidak sesuai,Websites,5%,0,,,
250526VBD165VV,Selesai,Sah,2025-05-26 22:58:41,2025-05-31 00:03:46,2025-05-31 00:03:46,40451588111,TaffSTUDIO Alas Putar Fotografi Rotating Display Stand Base 13.5cm,275129372340,Kamera & Drone,Aksesoris Kamera,Lighting & Perlengkapan Studio Foto,,82600,1,Ciperipampam10,ciperipampam10,,105143957,,Komisi Produk Penjual,78470,0,Pesanan Tidak Langsung,0,0,5%,0,0%,0,0,0,,Instagram,5%,0,,,
250526V9AHEQA1,Selesai,Sah,2025-05-26 22:21:30,2025-05-31 23:51:52,2025-05-31 23:51:52,26957393804,TaffLED Lampu Tidur LED EU Plug Sensor Cahaya Cool White 250V 0.5W - L200,215296748937,Perlengkapan Rumah,Lampu,,,12502,1,YouTube Shopping,youtube_shopping_id,,79104187,,Komisi Produk Penjual,12502,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,YouTube,6%,0,,,
250526V774A2MK,Selesai,Sah,2025-05-26 21:43:48,2025-05-31 23:45:26,2025-05-31 23:45:26,27205950510,[BISA COD] Taffhome Bel Pintu Rumah Tanpa Kabel 36 Nada Wireless Door Bell Waterproof EU Plug,236570580263,Elektronik,Kelistrikan,Bel,,64014,1,Soim Azzuhri,soim_azzuhri,,79104169,,Komisi Produk Penjual,60014,0,Pesanan Langsung,3600.84,3600.84,6%,0,0%,3600.84,3600.84,0,,Shopeevideo-Shopee,6%,3997,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-05-31 23:45:51
250526V6X2CVHN,Selesai,Sah,2025-05-26 21:38:43,2025-05-29 13:11:10,2025-05-29 13:11:10,28555948012,Tas Pendingin Pemanas Makanan Cooler Heater Bag Thermal Insulated Bag,233023801710,Perlengkapan Rumah,Perlengkapan Dapur,Tempat Penyimpanan Makanan,,22090,1,levi,levi14,,79104118,,Komisi Produk Penjual,22090,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,WhatsApp,6%,0,,,
250526V285B6BA,Selesai,Sah,2025-05-26 20:14:54,2025-05-28 17:56:01,2025-05-28 17:56:01,26957393804,TaffLED Lampu Tidur LED EU Plug Sensor Cahaya Cool White 250V 0.5W - L200,215296748937,Perlengkapan Rumah,Lampu,,,12502,1,Sandra Hana Zakiyyah,hana_sandra1304,,79104187,,Komisi Produk Penjual,12502,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Instagram,6%,0,,,
250526UV2645J6,Selesai,Sah,2025-05-26 18:24:11,2025-05-31 00:24:10,2025-05-31 00:24:10,40451588111,TaffSTUDIO Alas Putar Fotografi Rotating Display Stand Base 13.5cm,275129372341,Kamera & Drone,Aksesoris Kamera,Lighting & Perlengkapan Studio Foto,,84100,1,ecomobiidkol,ecomobiidkol,,105143957,,Komisi Produk Penjual,75900,0,Pesanan Tidak Langsung,0,0,5%,0,0%,0,0,0,,Facebook,5%,0,,,
250526UTCFKSR0,Selesai,Sah,2025-05-26 17:54:09,2025-05-29 14:49:38,2025-05-29 14:49:38,26957393804,TaffLED Lampu Tidur LED EU Plug Sensor Cahaya Cool White 250V 0.5W - L200,215296748937,Perlengkapan Rumah,Lampu,,,12502,1,GADGET UPDATE,ummi123ummi,,79104187,,Komisi Produk Penjual,12502,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Facebook,6%,0,,,
250526UKAC37CJ,Selesai,Sah,2025-05-26 15:47:42,2025-06-04 22:54:52,2025-06-04 22:54:52,27968323672,TaffPACK Tape Lakban PTFE Heat High Temperature Insulation 10M - TF10M,257081148368,Perlengkapan Rumah,Alat Pertukangan & Renovasi Rumah,Perekat & Tape,,21431,1,Mitgo,kartik14534,,79104144,,Komisi Produk Penjual,21431,0,Pesanan Tidak Langsung,0,0,10%,0,0%,0,0,0,,Others,10%,0,,,
250526UFTNQ1EE,Selesai,Sah,2025-05-26 14:45:14,2025-06-01 00:45:58,2025-06-01 00:45:58,27968323672,TaffPACK Tape Lakban PTFE Heat High Temperature Insulation 10M - TF10M,257081148368,Perlengkapan Rumah,Alat Pertukangan & Renovasi Rumah,Perekat & Tape,,21431,1,Mitgo,kartik14534,,79104144,,Komisi Produk Penjual,21431,0,Pesanan Tidak Langsung,0,0,10%,0,0%,0,0,0,,Others,10%,0,,,
250526UBQW0XN9,Selesai,Sah,2025-05-26 13:32:06,2025-05-28 22:02:47,2025-05-28 22:02:47,29368194067,FJUN Jas Hujan Portable Raincoat Transparent Poncho with Hood,197992596476,Olahraga & Outdoor,Aksesoris Olahraga & Aktivitas Outdoor,Jas Hujan,,90898,1,resariswaniahnih,dealbelanja,,79104130,,Komisi Produk Penjual,83743,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Instagram,6%,0,,,
250526U4NB5P3M,Selesai,Sah,2025-05-26 11:25:24,2025-06-01 14:36:02,2025-06-01 14:36:02,29368194067,FJUN Jas Hujan Portable Raincoat Transparent Poncho with Hood,197992596475,Olahraga & Outdoor,Aksesoris Olahraga & Aktivitas Outdoor,Jas Hujan,,90616,1,hema_olshop,hema_olshop,,79104130,,Komisi Produk Penjual,86085,0,Pesanan Langsung,5165.1,5165.1,6%,0,0%,5165.1,5165.1,0,,Shopeevideo-Shopee,6%,5733,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-06-01 14:36:28
250526TYHX5PUB,Selesai,Sah,2025-05-26 09:54:01,2025-05-29 00:07:00,2025-05-29 00:07:00,28555948012,Tas Pendingin Pemanas Makanan Cooler Heater Bag Thermal Insulated Bag,233023801709,Perlengkapan Rumah,Perlengkapan Dapur,Tempat Penyimpanan Makanan,,14288,1,Mitgo,kartik14534,,79104118,,Komisi Produk Penjual,14288,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
250526TWAF7XJT,Selesai,Sah,2025-05-26 09:14:03,2025-05-28 19:07:22,2025-05-28 19:07:22,27968323672,TaffPACK Tape Lakban PTFE Heat High Temperature Insulation 10M - TF10M,257081148369,Perlengkapan Rumah,Alat Pertukangan & Renovasi Rumah,Perekat & Tape,,15400,1,xtend1234,xtend1234,,79104144,,Komisi Produk Penjual,15400,0,Pesanan Tidak Langsung,0,0,10%,0,0%,0,0,0,,Others,10%,0,,,
250526T2R9TK11,Selesai,Tidak Sesuai,2025-05-26 01:18:35,2025-05-29 03:05:15,2025-05-27 11:41:21,26207094848,Taffware QST Express Heat Gun Hot Blower Vinyl 230V 300W - QST-220,241325209704,Perlengkapan Rumah,Alat Pertukangan & Renovasi Rumah,Perkakas,,52922,1,sh1ra1shi,sh1ra1shi,,79104106,,Komisi Produk Penjual,48688,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,Pesanan tidak sesuai,Websites,6%,0,,,
250526T2R9TK11,Selesai,Tidak Sesuai,2025-05-26 01:18:35,2025-05-29 03:05:15,2025-05-27 11:41:21,27608822496,Taffware Gantungan Dinding Tempel Adhesive Stainless Steel 6 PCS - DWC13F,176639983837,Perlengkapan Rumah,Organizer Rumah,Gantungan,,7708,1,sh1ra1shi,sh1ra1shi,,79104291,,Komisi Produk Penjual,7091,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,Pesanan tidak sesuai,Websites,6%,0,,,
250526T2R9TK11,Selesai,Tidak Sesuai,2025-05-26 01:18:35,2025-05-29 03:05:15,2025-05-27 11:41:21,28908852547,RSCHEF Sikat Mini Pembersih Shower Lubang Kecil 10 Pcs - RC10,129043195496,Perlengkapan Rumah,Kamar Mandi,Kamar Mandi Lainnya,,6600,1,sh1ra1shi,sh1ra1shi,,79104222,,Komisi Produk Penjual,6073,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,Pesanan tidak sesuai,Websites,6%,0,,,
250525STFXQF9M,Selesai,Sah,2025-05-25 22:50:46,2025-05-30 16:45:13,2025-05-30 16:45:13,26957393804,TaffLED Lampu Tidur LED EU Plug Sensor Cahaya Cool White 250V 0.5W - L200,215296748937,Perlengkapan Rumah,Lampu,,,12502,1,Mitgo,kartik14534,,79104187,,Komisi Produk Penjual,10003,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
250525SQ21JPKF,Selesai,Sah,2025-05-25 21:49:17,2025-05-29 00:02:47,2025-05-29 00:02:47,28808826852,TaffSTUDIO Alas Putar Fotografi Suede Rotating 360 Turntable 20cm - QM104712,280129344071,Kamera & Drone,Aksesoris Kamera,Lighting & Perlengkapan Studio Foto,,128600,1,Mitgo,kartik14534,,79104266,,Komisi Produk Penjual,107509,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
250525SFP39NYX,Selesai,Sah,2025-05-25 19:37:22,2025-05-29 13:22:03,2025-05-29 13:22:03,28555948012,Tas Pendingin Pemanas Makanan Cooler Heater Bag Thermal Insulated Bag,233023801710,Perlengkapan Rumah,Perlengkapan Dapur,Tempat Penyimpanan Makanan,,22090,1,jasmine,mallajasmin_store,,79104118,,Komisi Produk Penjual,22090,0,Pesanan Langsung,1325.4,1325.4,6%,0,0%,1325.4,1325.4,0,,Shopeelive-Shopee,6%,1471,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-05-29 13:22:29
250525SFE9F93W,Selesai,Sah,2025-05-25 19:32:59,2025-05-31 05:12:36,2025-05-31 05:12:36,27658831945,Taffware Peralatan Reparasi Jam Tangan Watch Repair Tool Kit Set,226685582816,Jam Tangan,Aksesoris Jam Tangan,Alat Servis Jam Tangan,,97600,1,Aby Spacetion,yuk97rwr8c,,79104290,,Komisi Produk Penjual,92720,0,Pesanan Tidak Langsung,0,0,"7,5%",0,0%,0,0,0,,Facebook,"7,5%",0,,,
250525SETPUENU,Selesai,Sah,2025-05-25 19:22:02,2025-05-30 22:03:54,2025-05-30 22:03:54,24684332520,TaffHOME Timer Masak Dapur Magnetic Stopwatch Kitchen Timer - JS-113,147404904208,Perlengkapan Rumah,Perlengkapan Dapur,Perlengkapan Dapur Lainnya,,19176,1,Iqbal Faridh,iqbalfaridh,,79104536,,Komisi Produk Penjual,19176,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
250525SD3NCMQ2,Selesai,Sah,2025-05-25 18:51:15,2025-05-29 14:25:08,2025-05-29 14:25:08,27658831945,Taffware Peralatan Reparasi Jam Tangan Watch Repair Tool Kit Set,226685582816,Jam Tangan,Aksesoris Jam Tangan,Alat Servis Jam Tangan,,97600,1,Bitebites,timokiddos,,79104290,,Komisi Produk Penjual,70080,0,Pesanan Tidak Langsung,0,0,"7,5%",0,0%,0,0,0,,WhatsApp,"7,5%",0,,,
250525SCYC2EER,Selesai,Sah,2025-05-25 18:48:51,2025-05-29 18:05:26,2025-05-29 18:05:26,27205950510,[BISA COD] Taffhome Bel Pintu Rumah Tanpa Kabel 36 Nada Wireless Door Bell Waterproof EU Plug,236570580263,Elektronik,Kelistrikan,Bel,,65000,1,senju331,senju331,,79104169,,Komisi Produk Penjual,65000,0,Pesanan Langsung,3900,3900,6%,0,0%,3900,3900,0,,Shopeelive-Shopee,6%,4329,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-05-29 18:05:52
250525SAFK4QHH,Selesai,Sah,2025-05-25 18:04:14,2025-06-02 16:41:45,2025-06-02 16:41:45,27508822650,Taffware Keypad Numeric Wireless 2.4 GHz 10M - i120,79454844997,Komputer & Aksesoris,Keyboard & Mouse,Keyboard,,58100,1,Dindaa,dindaseptalia96,,79104348,,Komisi Produk Penjual,58100,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Instagram,6%,0,,,
